,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs,Canonical SMILES
89,Estradiol,D004958,50-28-2,C1QB,713,mRNA,Rattus norvegicus,10116.0,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,32741896,
90,estradiol 3-benzoate,C074283,50-50-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,32741896,[{222757: 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5'}]
91,Ethanol,D000431,64-17-5,C1QB,713,mRNA,Mus musculus,10090.0,Ethanol results in increased expression of C1QB mRNA,increases^expression,30319688,[{702: 'CCO'}]
92,Ethanol,D000431,64-17-5,C1QB,713,mRNA,Rattus norvegicus,10116.0,Ethanol results in decreased expression of C1QB mRNA,decreases^expression,17920746,
93,Ethinyl Estradiol,D004997,57-63-6,C1QB,713,mRNA,Mus musculus,10090.0,[Ethinyl Estradiol co-treated with IL1B protein] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,12072388,[{5991: 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O'}]
94,Ethinyl Estradiol,D004997,57-63-6,C1QB,713,mRNA,Mus musculus,10090.0,Ethinyl Estradiol results in increased expression of C1QB mRNA,increases^expression,12072388,
95,Ethinyl Estradiol,D004997,57-63-6,C1QB,713,mRNA,Mus musculus,10090.0,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,17942748,
96,Ethinyl Estradiol,D004997,57-63-6,C1QB,713,mRNA,Rattus norvegicus,10116.0,Ethinyl Estradiol results in increased expression of C1QB mRNA,increases^expression,15834898,
97,fipronil,C082360,120068-37-3,C1QB,713,mRNA,Danio rerio,7955.0,fipronil results in decreased expression of C1QB mRNA,decreases^expression,32977147,[{3352: 'C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F'}]
98,flusilazole,C061365,85509-19-9,C1QB,713,mRNA,Danio rerio,7955.0,flusilazole results in decreased expression of C1QB mRNA,decreases^expression,22382673,[{73675: 'C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F'}]
99,flusilazole,C061365,85509-19-9,C1QB,713,mRNA,Danio rerio,7955.0,flusilazole results in increased expression of C1QB mRNA,increases^expression,22382673,
100,Flutamide,D005485,13311-84-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,Flutamide results in decreased expression of C1QB mRNA,decreases^expression,24136188,[{3397: 'CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F'}]
101,Folic Acid,D005492,59-30-3,C1QB,713,mRNA,Mus musculus,10090.0,"Folic Acid inhibits the reaction [1,2-Dimethylhydrazine results in increased expression of C1QB mRNA]",decreases^reaction|increases^expression,22206623,[{135398658: 'C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N'}]
102,Folic Acid,D005492,59-30-3,C1QB,713,mRNA,Mus musculus,10090.0,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,20938992,
103,folpet,C005020,133-07-3,C1QB,713,mRNA,Mus musculus,10090.0,folpet results in decreased expression of C1QB mRNA,decreases^expression,31558096,[{8607: 'C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl'}]
104,fumonisin B1,C056933,116355-83-0,C1QB,713,mRNA,Mus musculus,10090.0,fumonisin B1 results in increased expression of C1QB mRNA,increases^expression,16221962,"[{2733487: 'CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O'}, {3431: 'CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O'}, {62314: 'CCCC[C@H](C)[C@H]([C@@H](C[C@H](C)C[C@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O'}, {14077784: 'CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O'}, {133562683: 'CCCC[C@@H](C)[C@H]([C@H](C[C@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O'}, {73707380: 'CCCC[C@@H](C)[C@H]([C@H](CC(C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O'}, {139593369: 'CCCC[C@H](C)[C@@H]([C@@H](C[C@H](C)C[C@H](CCCC[C@@H](C[C@H]([C@@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O'}]"
105,Gentamicins,D005839,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Gentamicins results in increased expression of C1QB mRNA,increases^expression,21081137,[{3467: 'CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC'}]
106,Ginkgo biloba extract,C063170,,C1QB,713,promoter,Mus musculus,10090.0,Ginkgo biloba extract results in decreased methylation of C1QB promoter,decreases^methylation,31278416,
107,Ginkgo biloba extract,C063170,,C1QB,713,mRNA,Mus musculus,10090.0,Ginkgo biloba extract results in increased expression of C1QB mRNA,increases^expression,31278416,
108,Hexachlorobenzene,D006581,118-74-1,C1QB,713,mRNA,Rattus norvegicus,10116.0,Hexachlorobenzene results in increased expression of C1QB mRNA,increases^expression,15159207,[{8370: 'C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl'}]
109,IMM 125,C082770,,C1QB,713,mRNA,Rattus norvegicus,10116.0,IMM 125 results in increased expression of C1QB mRNA,increases^expression,21081137,[{129632314: 'CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)COCCO)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}]
110,Indoles,D007211,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Indoles results in decreased expression of C1QB mRNA,decreases^expression,20521778,[{139191468: 'C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F.C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F'}]
111,Indoles,D007211,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Indoles results in increased expression of C1QB mRNA,increases^expression,20521778,
112,Ionomycin,D015759,56092-81-0,C1QB,713,mRNA,Oryctolagus cuniculus,9986.0,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,25613284,[{6912226: 'C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\\O'}]
113,Kainic Acid,D007608,487-79-6,C1QB,713,mRNA,Mus musculus,10090.0,Kainic Acid results in increased expression of C1QB mRNA,increases^expression,17997037,[{10255: 'CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O'}]
114,Ketamine,D007649,6740-88-1,C1QB,713,mRNA,Rattus norvegicus,10116.0,Ketamine results in increased expression of C1QB mRNA,increases^expression,20080153,[{3821: 'CNC1(CCCCC1=O)C2=CC=CC=C2Cl'}]
115,"lipopolysaccharide, E coli O55-B5",C482199,,C1QB,713,mRNA,Chloris chloris,37601.0,"lipopolysaccharide, E coli O55-B5 results in decreased expression of C1QB mRNA",decreases^expression,24972896,
116,"lipopolysaccharide, E coli O55-B5",C482199,,C1QB,713,mRNA,Mus musculus,10090.0,"lipopolysaccharide, E coli O55-B5 results in increased expression of C1QB mRNA",increases^expression,23306164,
117,Lipopolysaccharides,D008070,,C1QB,713,mRNA,Mus musculus,10090.0,Lipopolysaccharides results in increased expression of C1QB mRNA,increases^expression,27339419,
118,Medroxyprogesterone Acetate,D017258,71-58-9,C1QB,713,mRNA,Homo sapiens,9606.0,Medroxyprogesterone Acetate results in increased expression of C1QB mRNA,increases^expression,20843944,[{6279: 'C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C'}]
119,Methimazole,D008713,60-56-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,Methimazole results in increased expression of C1QB mRNA,increases^expression,30047161,[{1349907: 'CN1C=CNC1=S'}]
120,Methionine,D008715,63-68-3,C1QB,713,mRNA,Mus musculus,10090.0,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,20938992,"[{6137: 'CSCC[C@@H](C(=O)O)N'}, {876: 'CSCCC(C(=O)O)N'}, {84815: 'CSCC[C@H](C(=O)O)N'}]"
121,Methotrexate,D008727,59-05-2,C1QB,713,mRNA,Homo sapiens,9606.0,Methotrexate results in decreased expression of C1QB mRNA,decreases^expression,17400583,[{126941: 'CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O'}]
122,Methotrexate,D008727,59-05-2,C1QB,713,mRNA,Mus musculus,10090.0,Methotrexate affects the expression of C1QB mRNA,affects^expression,18502557,
123,methylmercury cysteine,C030589,12628-19-2,C1QB,713,mRNA,Mus musculus,10090.0,methylmercury cysteine results in decreased expression of C1QB mRNA,decreases^expression,19465457,[{151723: 'C[Hg+].C([C@@H](C(=O)[O-])N)S'}]
124,Methylnitronitrosoguanidine,D008769,70-25-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,Methylnitronitrosoguanidine results in increased expression of C1QB mRNA,increases^expression,15120970,[{135436526: 'CN(C(=N)N[N+](=O)[O-])N=O'}]
125,MM-589,C000621807,,C1QB,713,mRNA,Mus musculus,10090.0,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,31023824,[{129010138: 'CC[C@H]1C(=O)N[C@@H](C(=O)NCC[C@@](C(=O)N[C@H](C(=O)N1)CCCNC(=NC)N)(C)NC(=O)C(C)C)C2=CC=CC=C2'}]
126,monomethylpropion,C047806,5650-44-2,C1QB,713,mRNA,Homo sapiens,9606.0,monomethylpropion results in increased expression of C1QB mRNA,increases^expression,22303338,[{1576: 'CC(C(=O)C1=CC=CC=C1)NC'}]
127,"Nanotubes, Carbon",D037742,,C1QB,713,mRNA,Mus musculus,10090.0,"Nanotubes, Carbon analog results in increased expression of C1QB mRNA",increases^expression,25554681,[{297: 'C'}]
128,"Nanotubes, Carbon",D037742,,C1QB,713,mRNA,Mus musculus,10090.0,"Nanotubes, Carbon results in increased expression of C1QB mRNA",increases^expression,25554681,
129,n-butoxyethanol,C017096,111-76-2,C1QB,713,mRNA,Mus musculus,10090.0,n-butoxyethanol results in increased expression of C1QB mRNA,increases^expression,19812364,[{8133: 'CCCCOCCO'}]
130,Nickel,D009532,7440-02-0,C1QB,713,protein,Homo sapiens,9606.0,C1QB protein binds to Nickel,affects^binding,23896426,[{935: '[Ni]'}]
131,Nickel,D009532,7440-02-0,C1QB,713,mRNA,Homo sapiens,9606.0,Nickel results in increased expression of C1QB mRNA,increases^expression,24768652|25583101,
132,nickel sulfate,C029938,7786-81-4,C1QB,713,mRNA,Homo sapiens,9606.0,nickel sulfate results in decreased expression of C1QB mRNA,decreases^expression,16780908,[{24586: '[O-]S(=O)(=O)[O-].[Ni+2]'}]
133,nimesulide,C012655,51803-78-2,C1QB,713,mRNA,Homo sapiens,9606.0,nimesulide inhibits the reaction [PTGS2 results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,11810182,[{4495: 'CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2'}]
134,nimesulide,C012655,51803-78-2,C1QB,713,mRNA,Rattus norvegicus,10116.0,nimesulide results in decreased expression of C1QB mRNA,decreases^expression,24136188,
135,nitrofen,C007350,,C1QB,713,mRNA,Rattus norvegicus,10116.0,nitrofen results in increased expression of C1QB mRNA,increases^expression,33484710,[{15787: 'C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl'}]
136,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",C434926,,C1QB,713,mRNA,Mus musculus,10090.0,"[N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride co-treated with [Oxygen deficiency co-treated with Blood Glucose deficiency]] results in increased expression of C1QB mRNA",affects^cotreatment|increases^expression,19640911,[{4858: 'CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32'}]
137,ochratoxin A,C025589,303-47-9,C1QB,713,mRNA,Rattus norvegicus,10116.0,ochratoxin A results in increased expression of C1QB mRNA,increases^expression,16251485,[{442530: 'C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl'}]
138,Oxaliplatin,D000077150,,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Oxaliplatin co-treated with Topotecan] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25729387,[{9887053: 'C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]'}]
139,Oxaliplatin,D000077150,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Oxaliplatin results in increased expression of C1QB mRNA,increases^expression,25729387,
140,Oxygen,D010100,7782-44-7,C1QB,713,mRNA,Mus musculus,10090.0,"[N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride co-treated with [Oxygen deficiency co-treated with Blood Glucose deficiency]] results in increased expression of C1QB mRNA",affects^cotreatment|increases^expression,19640911,[{977: 'O=O'}]
141,Oxygen,D010100,7782-44-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,Oxygen results in increased expression of C1QB mRNA,increases^expression,22911455,
142,Ozone,D010126,10028-15-6,C1QB,713,mRNA,Mus musculus,10090.0,Ozone results in increased expression of C1QB mRNA,increases^expression,33026818,[{24823: '[O-][O+]=O'}]
143,Paclitaxel,D017239,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Paclitaxel results in increased expression of C1QB mRNA,increases^expression,18754875,[{36314: 'CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C'}]
144,Palm Oil,D000073878,,C1QB,713,mRNA,Mus musculus,10090.0,Palm Oil results in decreased expression of C1QB mRNA,decreases^expression,18042831,[{168010143: 'CCCC1=CC=C(C=C1)C2=CC(=C(C=C2)OC(=O)C3=CC=C(C=C3)OC(COC(=O)C=C)OC(=O)C=C)C=NNC4=NC5=CC=CC=C5S4.CC1=CC(=C(C=C1)OC(=O)C2=CC3=CC(=C(C=C3C=C2)OC(=O)C4=CC=C(C=C4)OCC(COCCCCOC(=O)C=C)OC(=O)CCOC(=O)C=C)C=NNC5=NC6=CC=CC=C6S5)C.CC1=C(C=CC(=C1)OC)OC(=O)C2=CC(=C(C=C2)OC(=O)C3=CC=C(C=C3)OCC(COCCCCOC(=O)C=C)OC(=O)CCOC(=O)C=C)C=NNC4=NC5=CC=CC=C5S4'}]
145,Particulate Matter,D052638,,C1QB,713,mRNA,Homo sapiens,9606.0,Particulate Matter results in increased expression of C1QB mRNA,increases^expression,24769257,[{9549209: 'CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)O)O'}]
146,Particulate Matter,D052638,,C1QB,713,mRNA,Mus musculus,10090.0,Particulate Matter affects the expression of C1QB mRNA,affects^expression,32873817,
147,Particulate Matter,D052638,,C1QB,713,mRNA,Mus musculus,10090.0,"[Particulate Matter co-treated with Antigens, Dermatophagoides] results in increased expression of C1QB mRNA",affects^cotreatment|increases^expression,34051097,
148,perfluorooctane sulfonic acid,C076994,1763-23-1,C1QB,713,mRNA,Mus musculus,10090.0,[perfluorooctane sulfonic acid co-treated with Cellulose] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,36331819,[{74483: 'C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F'}]
149,peroben,C008814,78371-63-8,C1QB,713,protein,Homo sapiens,9606.0,peroben results in increased activity of [C1QA protein binds to C1QB protein binds to C1QC protein],affects^binding|increases^activity,157301,[{192144: 'CCC1(C(=O)C=CNC1=O)CC.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2'}]
150,Phenobarbital,D010634,50-06-6,C1QB,713,mRNA,Mus musculus,10090.0,NR1I3 protein affects the reaction [Phenobarbital results in decreased expression of C1QB mRNA],affects^reaction|decreases^expression,19482888,[{4763: 'CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2'}]
151,Phenobarbital,D010634,50-06-6,C1QB,713,mRNA,Mus musculus,10090.0,Phenobarbital results in decreased expression of C1QB mRNA,decreases^expression,19482888,
152,Phenobarbital,D010634,50-06-6,C1QB,713,mRNA,Rattus norvegicus,10116.0,Phenobarbital results in increased expression of C1QB mRNA,increases^expression,19162173,
153,pirinixic acid,C006253,50892-23-4,C1QB,713,mRNA,Mus musculus,10090.0,pirinixic acid results in decreased expression of C1QB mRNA,decreases^expression,17426115|23811191,[{5694: 'CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C'}]
154,polyhexamethyleneguanidine,C060540,31961-54-3,C1QB,713,mRNA,Rattus norvegicus,10116.0,polyhexamethyleneguanidine results in increased expression of C1QB mRNA,increases^expression,27989595|32080758,[{14771682: 'CCCCNC(=NCCCC)N'}]
155,polyhexamethyleneguanidine,C060540,31961-54-3,C1QB,713,protein,Rattus norvegicus,10116.0,polyhexamethyleneguanidine results in increased expression of C1QB protein,increases^expression,32080758,
156,Pravastatin,D017035,81093-37-0,C1QB,713,mRNA,Mus musculus,10090.0,Pravastatin results in decreased expression of C1QB mRNA,decreases^expression,27225895,[{54687: 'CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O'}]
157,Pravastatin,D017035,81093-37-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,Pravastatin results in decreased expression of C1QB mRNA,decreases^expression,27225895,
158,Pregnenolone Carbonitrile,D011285,1434-54-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,Pregnenolone Carbonitrile results in decreased expression of C1QB mRNA,decreases^expression,19162173,[{15032: 'CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C#N'}]
159,propionaldehyde,C005556,123-38-6,C1QB,713,mRNA,Homo sapiens,9606.0,propionaldehyde results in decreased expression of C1QB mRNA,decreases^expression,26079696,[{527: 'CCC=O'}]
160,PTC-209,C586999,,C1QB,713,mRNA,Mus musculus,10090.0,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,31023824,[{1117196: 'CC1=C(N2C=CC=NC2=N1)C3=CSC(=N3)NC4=C(C=C(C=C4Br)OC)Br'}]
161,pyrachlostrobin,C513428,,C1QB,713,mRNA,Mus musculus,10090.0,pyrachlostrobin results in increased expression of C1QB mRNA,increases^expression,27029645,[{6422843: 'COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC'}]
162,Raloxifene Hydrochloride,D020849,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Raloxifene Hydrochloride affects the expression of C1QB mRNA,affects^expression,16079270,[{54900: 'C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl'}]
163,Resveratrol,D000077185,,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25905778,[{445154: 'C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O'}]
164,Resveratrol,D000077185,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Resveratrol results in increased expression of C1QB mRNA,increases^expression,25905778,
165,Rotenone,D012402,83-79-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,Rotenone results in increased expression of C1QB mRNA,increases^expression,28374803,[{6758: 'CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC'}]
166,Selenium,D012643,7782-49-2,C1QB,713,mRNA,Homo sapiens,9606.0,Selenium results in increased expression of C1QB mRNA,increases^expression,19244175,[{6326970: '[Se]'}]
167,Silicon Dioxide,D012822,7631-86-9,C1QB,713,mRNA,Mus musculus,10090.0,Silicon Dioxide results in decreased expression of C1QB mRNA,decreases^expression,23221170,[{24261: 'O=[Si]=O'}]
168,Silicon Dioxide,D012822,7631-86-9,C1QB,713,mRNA,Mus musculus,10090.0,Silicon Dioxide results in increased expression of C1QB mRNA,increases^expression,29341224,
169,sodium arsenate,C009277,,C1QB,713,mRNA,Danio rerio,7955.0,sodium arsenate results in decreased expression of C1QB mRNA,decreases^expression,23922661,[{47275: '[O-][As](=O)([O-])[O-].[Na+].[Na+].[Na+]'}]
170,Soman,D012999,96-64-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,Soman results in increased expression of C1QB mRNA,increases^expression,19281266,[{7305: 'CC(C(C)(C)C)OP(=O)(C)F'}]
171,Soot,D053260,,C1QB,713,mRNA,Mus musculus,10090.0,Soot results in increased expression of C1QB mRNA,increases^expression,26551751,[{5462310: '[C]'}]
172,Streptozocin,D013311,18883-66-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25905778,"[{29327: 'CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O'}, {2733335: 'CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O)N=O'}, {5300: 'CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O'}, {6713972: 'CN(C(=O)NC1[C@@H]([C@@H](C(O[C@@H]1O)CO)O)O)N=O'}, {7067772: 'CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O)N=O'}, {134695375: 'CN(C(=O)N[C@@H]1[C@H](C(C(O[C@@H]1O)CO)O)O)N=O'}, {138403271: 'CN(C(=O)N[C@@H]1[C@H]([C@@H](C(OC1O)CO)O)O)N=O'}]"
173,Streptozocin,D013311,18883-66-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,Streptozocin results in increased expression of C1QB mRNA,increases^expression,16684804,
174,Streptozocin,D013311,18883-66-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,vanadyl sulfate inhibits the reaction [Streptozocin results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,16684804,
175,St. Thomas' Hospital cardioplegic solution,C041711,,C1QB,713,mRNA,Rattus norvegicus,10116.0,St. Thomas' Hospital cardioplegic solution results in decreased expression of C1QB mRNA,decreases^expression,16214533,
176,systhane,C446685,,C1QB,713,mRNA,Rattus norvegicus,10116.0,systhane results in decreased expression of C1QB mRNA,decreases^expression,32268158,[{6336: 'CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl'}]
177,Tacrolimus,D016559,109581-93-3,C1QB,713,mRNA,Mus musculus,10090.0,Tacrolimus results in increased expression of C1QB mRNA,increases^expression,29362864,[{445643: 'C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC'}]
178,Tamoxifen,D013629,10540-29-1,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Bexarotene co-treated with Tamoxifen] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,17630414,[{2733526: 'CC/C(=C(\\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3'}]
179,Testosterone,D013739,58-22-0,C1QB,713,mRNA,Mus musculus,10090.0,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane inhibits the reaction [Testosterone deficiency results in increased expression of C1QB mRNA]",decreases^reaction|increases^expression,33848595,[{6013: 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C'}]
180,Testosterone,D013739,58-22-0,C1QB,713,mRNA,Mus musculus,10090.0,Testosterone deficiency results in increased expression of C1QB mRNA,increases^expression,33848595,
181,Testosterone,D013739,58-22-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,32741896,
182,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Mus musculus,10090.0,Tetrachlorodibenzodioxin affects the expression of C1QB mRNA,affects^expression,24680724|28922406,[{15625: 'C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl'}]
183,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Mus musculus,10090.0,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,17942748,
184,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Mus musculus,10090.0,Tetrachlorodibenzodioxin results in decreased expression of C1QB mRNA,decreases^expression,19465110,
185,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Mus musculus,10090.0,Tetrachlorodibenzodioxin results in increased expression of C1QB mRNA,increases^expression,16960034,
